,Sentence,Sentiment
3412,chola inv finance shares rise 0 42 as nifty drops agenciesindia 10 year bond yield rose 0 37 per cent to 6 after trading in 5 99 6 01 range shares of cholamandalam investment finance company ltd traded 0 42 per cent up at rs 717 0 on monday at around 10 50am ist while the benchmark bse sensex declined 455 85 points to 56741 3 as many as 32 852 shares changed hands on the counter with a total value of rs 2 33 crore the stock quoted a 52 week high price of rs 761 0 and a 52 week low of rs 469 75 etmarkets smart talk indiaâ€™s investable landscape wider than other ems despite premium valuations piyush sharma on the technical charts the 200 dma of the stock stood at rs 598 39 while 50 dma was at rs 694 96 if a stock trades above 50 dma and 200 dma it usually means the immediate trend is up on the other hand if the stock trades below 50 dma and 200 dma both it is considered a bearish trend and if it trades between 50dma and 200dma then it suggests the stock can go anywhere shares of the company have advanced 28 97 per cent in the past one year while sensex has risen 16 88 per cent during the same period according to bse data the stock trades at a price to earnings multiple of 34 36 and a price to book ratio of 4 78 a higher p e ratio shows investors are willing to pay a higher price because of better future growth expectations price to book value indicates the inherent value of a company and reflects the price that investors are ready to pay even for no growth in a business the stock belongs to the nbfc diversified industrthe stock quoted a 52 week high price of rs 761 0 and a 52 week low of rs 469 75,1
3413,cholamandalam gets board approval for raising rs 500 crore,0
3414,choose nbfcs which have muliple products including insurance prateek agarwal,0
3415,choose from a giant countdown with red head or rainbow trout or the giant shad rap in perch color,0
3416,choppiness to reduce after nifty goes past 8700 levels mitesh thacker,1
3417,choppy sensex ends flat it stocks under pressure,-1
3418,choppy times ahead for the market religare mutual fund,-1
3419,cimmco surges 10 here s what the management says,1
3420,cipla q1 profit lags estimates as higher costs hurt,-1
3421,cipla q4 down 22 33 per cent to rs 214 cr,-1
3422,cipla appoints adil zainulbhai as an independent director,0
3423,cipla pares gains after rallying nearly 6 post q3 results,1
3424,cipla plunges over 5 as q3 profit lags street estimates,-1
3425,cipla plunges over 8 as q3 profit lags estimates brokers slash target prices,-1
3426,cipla posts 52 profit growth in june quarter,1
3427,cipla posts rs 284 crore profit for q3,1
3428,cipla promoters yk hamied and mk hamied seek sebi guidance on voting arrangement,0
3429,cipla to meet revised targets,0
3430,cipla s attractive valuation post 8 fall in a month makes it a good long term buy,1
3431,cipla focus on exports critical to swing in future surprises,0
3432,cipla move to enter biotech looks opportune,1
3433,circulation revenue has increased by 5 in finland and 4 in sweden in 2008,1
3434,cisco names dinesh malkani new india sales head,0
3435,cisco rejigs india operations appoints dinesh malkani as president sales,0
3436,cisco rejigs india operations appoints dinesh malkani as president sales,0
3437,cision says the sale will return its you k operation to profitability,1
3438,citi bullish on metals upgrades tata steel,1
3439,citi downgrades reliance industries to neutral prefers cairn india,1
3440,citi maintains sensex december end target of 32 200 expects 24 upside for index by june 16,1
3441,citibank india profit grows 41 4 to rs 2 718 crore,1
3442,citic securities urges china s central bank to cut rates reserve requirements,-1
3443,citigroup inc nyse c has announced that its global transaction services gts business has been awarded a new mandate by finland based pohjola bank group,1
3444,citigroup inc nyse c deutsche bank nyse db and pohjola bank are lead managers for the sale,0
3445,citigroup downgrades maruti suzuki to neutral from buy citing valuations,-1
3446,citigroup joins foreign brokerages in cutting year end target for indian stocks,0
3447,citigroup sees sensex at 35 000 by june 2016 but trims dec 2015 target to 32 200,0
3448,citigroup sells shares worth rs 480 cr of 35 indian cos,-1
3449,citigroup to sell onemain to springleaf for 4 25 billion,1
3450,citigroup hsbc securities ubs securities among 5 bankers to manage ongc share sale,0
3451,citrix systems inc ctxs position increased by mizuho… https t v7lkq08flp sharestocknews,1
3452,city cu welcomes dart members dallas city cu welcomes the members of dart fcu as they merge with city cu,0
3453,city union bank h1 pat rises 13 17,1
3454,city union bank q1 profit up 12 at rs 112 crore,1
3455,city union bank q3 profit up 4 54 to rs 89 09 crore,1
3456,city union bank q4 rises 1 to rs 83 34 crore,1
3457,city union bank attractive bet for long term investors,1
3458,city union bank gains 2 on strong response to share sale,1
3459,city union bank networth crosses rs 1 000 cr in fy 11,1
3460,city union bank set to report strong income in next few quarters,1
3461,city union bank to raise up to rs 350 cr from qip,0
3462,city spirits sink after diageo comes up short with sales slide,-1
3463,city24 users can search for homes and properties in all areas where city24 is active even outside their own country,0
3464,clams may turn out to be kerala new marine gold,0
3465,clariant chemicals q2 slips to rs 24 cr,-1
3466,clariant chemicals posts rs 166 77 crore profit in 2013,0
3467,clariant chemicals rallies over 12 hits 52 week high on land parcel deal,1
3468,clariant chemicals slips buyback value lower than market price,-1
3469,clariant india a defensive bet shahina mukadam,1
3470,clariant acquires lanxess black pigment portfolio stock up,1
3471,clarification on royalty payment likely to help maruti in terms of pricing power prakash diwan,1
3472,claris lifesciences q4 profit declines 29 50 per cent to rs 17 75 crore,-1
3473,claris lifesciences is a good buy g chokkalingam equinomics research advisory pvt ltd,1
3474,claris lifesciences promoter sells 10 lakh shares,-1
3475,claris lifesciences rallies over 8 on share buyback plan,1
3476,claris promoter sells 12 lakh shares for over rs 23 crore,-1
3477,claris surges 18 as pharma cos in race to buy injectible biz,1
3478,claris to buy back 14 49 per cent stake for rs 231 25 crore,0
3479,claris to buy back 14 49 per cent stake for rs 231 25 crore,0
3480,clarity on mat holds the key 5 downside can t be ruled out mayuresh joshi,0
3481,clarity on gas pricing will be a boost of confidendce for ril stock deven choksey,1
3482,clean chit to halol plant strategic buys key for sun pharma s future,1
3483,clearing corporation of india to issue unique id codes to legal entities,0
3484,client default fears rise in coriander futures trade,-1
3485,closing of such transaction took place today,0
3486,clothing chain sepp æl æ s sales increased by 7 0 to eur 30 8 mn,1
3487,clothing chain sepp ñl ñ s sales increased by 7 0 to eur 30 8 mn,1
3488,clothing retail chain sepp æl æ s sales increased by 8 to eur 155 2 mn and operating profit rose to eur 31 1 mn from eur 17 1 mn in 2004,1
