Sentence,Sentiment
barclays underweight on voltas,-1
barclays bonds rise as lender cuts dividends to shore up capital,1
barclays plc lloyds banking group plc are the 2 banks i d buy today,1
barclays plc lse barc nyse bcs credit agricole sa epa aca cagr,0
barclays appoints jpmorgan s paul compton as new coo,0
barclays appoints heads of equities for india korea,0
barclays expects gold prices to struggle as fed plans rate hike,-1
barclays overweight on hcl tech target rs 1 065,1
barclays poaches new chief operating officer paul compton from jp morgan chase,0
barclays poised to replace sir mike rake as he heads for exit,0
barclays sees possibility of guidance adjustment for it cos in q3 infosys tcs top bets,1
barclays sells benchmark indices unit to bloomberg,1
barclays share price subdued as bank faces fresh forex probe,-1
barjeel geojit securities launches brokerage services for qfis,0
barley futures decline on selling pressure,-1
barley futures fall on subdued demand,-1
barley futures hit upper circuit climb 4 per cent,1
barley futures remain up on strong spot demand,1
barley futures slip further on renewed selling,-1
barley futures slip on profit booking,-1
barley futures spurt on fresh buying,1
barmer pumps up cairn india q3 23 per cent,1
basware s ceo ilkka sihvo comments in conjunction with the interim report as a whole basware succeeded well in the second quarter of 2007,1
basware invoice processing basware contract matching basware order matching and basware kpi reporting tool are part of the basware s enterprise purchase to pay product suite,0
basware invoice processing basware contract matching basware order matching and basware kpi reporting tool are part of the basware s enterprise purchase to pay solution suite,0
basware order matching automatically matches purchase invoices with approved purchase orders,0
basware is headquartered in espoo finland,0
base metal drops further on sustained stockists selling,-1
base metal futures drop on global cues,-1
base metal prices will go up seshadri bharathan,1
base metals decline on bearish lme trend,-1
base metals decline on lower demand,-1
base metals remain weak on global cues,-1
base metals rise on global cues,1
base metals strengthen on global cues,1
based in helsinki finland ramirent has branches in 13 nordic central and eastern european countries,0
based on negotiations with personnel some 20 have indicated their willingness to move to the new location,0
based on strong customer interest and feedback using rpm mobile phone manufacturers operators enterprises and developer forums can significantly increase their product and service quality user experience and cost efficiency tulonen continues,1
based on the 2005 calendar year the combined company had eur15 8 bn in pro forma annual revenues and is expected to start operations with 60 000 employees,0
based on the design of previous handsets the nokia e72 and nokia e63 this symbian based model is promised to offer direct access to over 90 per cent of the world s corporate email through mail for exchange and ibm lotus notes traveler,0
based on the first quarter result existing order backlog and new order prospects the company expects that full year sales will contract by 25 from 2008 the gross margin will stay at a healthy level and the operating profit margin will be lower than in 2008 due to lower sales volume,-1
based on the first quarter result existing order backlog and new order prospects the company expects that full year sales will contract by 25 from 2008 the gross margin will stay at a healthy level and the operating profit margin will be lower than in 2008 due to lower sales volume,0
based upon its unique fiber expertise and innovative approach the company has a strong market position in several business areas in which it operates,1
basic banking activities continued as normal,0
basmati export floor may be raised by 200 tonne,1
basmati prices fall on government s measures subdued demand,-1
basmati rice exports fetch lower prices,-1
basmati rice remains weak on increased arrivals,-1
basware business transactions service enables the customer to receive and send invoices in an electronic format,0
basware corporation stock exchange release august 31 2010 at 16 25 basware signed a large deal with an international industrial group basware will deliver invoice automation solution and connectivity services to an international industrial group,1
basware einvoices oy will be merged into the parent company during the present fiscal period,0
basware finances the acquisition with a bank loan,0
basware offers full support for all sap versions starting from sap 4 5,0
bata india ltd is a buy call with a target of rs 1260 mitesh thacker,1
bata india q2 down 4 14 per cent at rs 59 37 crore,-1
bata india q4 soars 35 39 stock up,1
bata india is a buy deepak mohini,1
bata india slips over 4 as q2 profit declines to rs 59 37 crore,-1
bata is a great long term bet for 10 15 years period sudip bandyopadhyay,1
bata max india good stocks to add in a defensive pack kunj bansal,1
battered sensex loses 630 points corporate india does not see any signs of a pick up,-1
battery companies an interesing prospect in the coming days ajay bagga,0
bayer crop science will be generous to shareholders jagdish malkani,1
bayer cropscience plans rs 455 crore share buyback offer,0
bayer cropscience rallies over 13 as q2 profit grows to rs 176 crore,1
bayer cropscience shares hit 52 week high on buyback plans,1
bayer registers q4 loss of rs 17 13 cr,-1
be careful in finding value in bear market as bounce back will not last ashwani gujral,0
be cautious as far as m m finance is concerned dipan mehta,-1
be cautious before going long on tech mahindra,0
be cautious on amount of stock you buy into beml devang visaria,-1
be cautious while entering market iv subramanium,-1
be in caution mode until govt action in 2012 sandeep j shah sampriti capital,0
be prepared for 5 10 decline in markets experts,-1
be selective in buying rnrl reliance power sandeep wagle aptart technical advisory services,1
be tactful on it stocks deven choksey,0
bear grip sensex ends 541 points down here s what you should do,-1
